user_id,home_lat,home_lon,office_lat,office_lon,commute_time,commute_time_minutes,commute_duration_min,dist_home_office_km,overlap_score,time_diff_minutes,accepted,past_acceptance_rate,optimal_notify_minutes,optimal_notify_time,day_of_week,response_time_lag_min
U04423,28.50965,76.943672,28.852188,77.325676,09:51,591,43,53.235,0.1333,12,1,0.3054,567,09:27,1,4.4
U04424,28.684259,77.148195,28.503209,77.090832,07:25,445,45,20.859,0.2843,23,1,0.3991,425,07:05,4,14.8
U04425,28.582048,77.238526,28.612295,76.889319,07:30,450,33,34.203,0.8659,0,1,0.7882,360,06:00,4,6.3
U04426,28.489638,76.910436,28.45215,77.248036,07:10,430,80,33.198,0.5057,9,1,0.5903,397,06:37,1,1.7
U04427,28.46629,77.06471,28.459943,77.16305,09:24,564,51,9.622,0.4271,21,1,0.5614,483,08:03,0,13.8
U04428,28.513693,77.19122,28.591326,77.034064,10:13,613,42,17.585,0.4732,9,1,0.5923,549,09:09,1,8.4
U04429,28.414319,77.26527,28.735837,77.337522,07:11,431,67,36.379,0.1011,13,0,0.4298,408,06:48,3,15.0
U04430,28.547901,77.093135,28.562669,77.012729,07:38,458,62,8.009,0.2196,35,1,0.3961,373,06:13,4,12.1
U04431,28.832938,76.945138,28.731007,77.302893,08:20,500,50,36.582,0.962,41,0,0.4908,462,07:42,4,1.5
U04432,28.799054,77.138758,28.786491,77.142218,08:45,525,88,1.434,0.6434,3,1,0.8699,483,08:03,4,8.9
U04433,28.578562,77.071804,28.821237,76.858687,09:41,581,88,34.017,0.2863,24,0,0.3471,532,08:52,3,3.5
U04434,28.6764,77.233682,28.421465,77.278771,07:18,438,50,28.636,0.947,9,1,0.8319,360,06:00,6,14.3
U04435,28.672333,77.123344,28.771391,77.228728,08:36,516,68,15.041,0.3975,31,0,0.5257,474,07:54,6,8.4
U04436,28.797794,76.982506,28.470628,77.167669,07:49,469,18,40.537,0.1409,19,1,0.3329,424,07:04,2,4.7
U04437,28.513419,77.22474,28.735166,77.153439,07:34,454,48,25.577,0.9653,28,1,0.7102,418,06:58,3,1.0
U04438,28.542266,77.104051,28.578398,76.951606,08:36,516,48,15.396,0.6659,27,1,0.6099,407,06:47,6,13.8
U04439,28.544857,76.930549,28.739741,76.949388,08:12,492,45,21.71,0.7528,21,1,0.6465,387,06:27,2,6.3
U04440,28.419618,77.127167,28.502636,76.854878,08:44,524,78,28.134,0.0225,4,0,0.4581,409,06:49,5,6.7
U04441,28.55105,77.323643,28.709596,76.91861,07:26,446,58,43.235,0.2831,15,0,0.4499,360,06:00,0,10.4
U04442,28.821399,77.199813,28.460247,77.011605,07:50,470,50,44.069,0.9454,0,1,0.7946,400,06:40,5,3.6
U04443,28.837754,76.99239,28.481478,77.11577,08:46,526,47,41.326,0.1555,6,1,0.4195,489,08:09,3,1.0
U04444,28.452625,77.202545,28.694942,76.906712,07:52,472,61,39.459,0.8735,16,1,0.6743,410,06:50,3,9.0
U04445,28.619868,76.984129,28.56165,77.124362,07:59,479,31,15.115,0.7705,18,0,0.5951,402,06:42,3,3.3
U04446,28.583047,77.116771,28.737813,76.974293,09:13,553,33,22.09,0.3785,9,1,0.6541,454,07:34,4,7.6
U04447,28.634892,77.108564,28.728877,76.96952,07:45,465,54,17.098,0.8867,12,1,0.759,402,06:42,0,3.7
U04448,28.666265,76.966169,28.698384,77.323452,07:40,460,38,34.98,0.9227,15,1,0.7349,437,07:17,3,1.2
U04449,28.409724,77.017419,28.750659,77.346096,07:51,471,65,49.617,0.8669,6,1,0.7684,414,06:54,3,1.0
U04450,28.804276,77.320513,28.781089,77.253834,08:12,492,82,6.978,0.4075,8,0,0.5976,417,06:57,4,8.5
U04451,28.867359,76.967805,28.837483,76.86774,07:00,420,41,10.277,0.5871,9,1,0.6017,360,06:00,0,13.5
U04452,28.713634,77.248524,28.438648,77.211602,07:20,440,58,30.734,0.3061,9,1,0.4912,360,06:00,5,12.9
U04453,28.717017,77.180359,28.674344,76.930997,07:55,475,36,24.733,0.13,16,1,0.4465,451,07:31,4,8.1
U04454,28.65343,77.111641,28.759413,77.130303,09:16,556,74,11.904,0.9021,3,1,0.8951,484,08:04,1,15.1
U04455,28.560451,76.910133,28.504132,77.295794,09:39,579,31,38.115,0.9812,1,0,0.946,462,07:42,4,5.3
U04456,28.471509,76.944331,28.526538,77.0339,08:41,521,54,10.663,0.0586,1,0,0.4778,462,07:42,1,12.1
U04457,28.68035,76.931279,28.528143,77.313709,07:34,454,42,40.895,0.6877,11,1,0.5907,403,06:43,0,5.5
U04458,28.421572,77.139265,28.67472,77.20127,08:04,484,72,28.744,0.9492,15,1,0.699,463,07:43,3,4.4
U04459,28.795761,77.336425,28.575762,76.993516,09:36,576,33,41.34,0.6079,10,1,0.5799,500,08:20,4,12.0
U04460,28.602038,77.287392,28.719725,76.888408,09:21,561,30,41.018,0.0471,0,1,0.4761,513,08:33,5,10.2
U04461,28.599082,76.852878,28.692915,77.255829,10:04,604,72,40.628,0.0149,11,1,0.354,491,08:11,1,11.1
U04462,28.557042,76.979601,28.715414,77.07361,07:52,472,56,19.825,0.5041,19,0,0.5336,427,07:07,2,1.0
U04463,28.86529,76.920201,28.521112,76.877074,08:22,502,62,38.433,0.9399,28,1,0.6679,418,06:58,0,13.1
U04464,28.48396,77.337596,28.768338,76.892592,08:05,485,74,53.678,0.2789,1,1,0.4743,402,06:42,5,11.4
U04465,28.472628,76.960161,28.718737,77.33315,09:36,576,36,45.506,0.3503,5,1,0.4941,480,08:00,4,6.0
U04466,28.479455,76.94267,28.462712,76.963931,07:00,420,33,2.785,0.796,17,1,0.751,362,06:02,6,10.9
U04467,28.716093,77.156646,28.496083,77.332962,08:28,508,89,29.85,0.8017,16,1,0.6827,479,07:59,6,13.5
U04468,28.87611,77.123655,28.544463,77.187391,08:02,482,23,37.33,0.9436,15,1,0.7281,445,07:25,3,4.3
U04469,28.513028,76.955184,28.8493,76.99325,08:13,493,63,37.51,0.8387,12,1,0.5546,417,06:57,2,4.4
U04470,28.834696,77.181886,28.556648,77.035701,09:28,568,44,33.979,0.5939,0,0,0.6908,519,08:39,2,6.6
U04471,28.533736,76.889474,28.409542,77.23629,07:02,422,25,36.522,0.9388,11,1,0.6084,371,06:11,5,1.0
U04472,28.710992,76.849878,28.46798,77.062062,07:05,425,86,33.975,0.6144,12,0,0.7086,394,06:34,3,9.7
U04473,28.419439,76.882032,28.415442,76.878123,08:13,493,77,0.585,0.6016,3,1,0.8651,432,07:12,4,12.6
U04474,28.637914,77.026083,28.593363,76.957205,08:05,485,31,8.335,0.0155,0,1,0.4278,409,06:49,3,10.9
U04475,28.714194,77.337258,28.782634,77.278776,07:17,437,71,9.493,0.4555,4,0,0.5939,394,06:34,6,10.4
U04476,28.657433,77.119096,28.616209,77.195049,08:04,484,72,8.699,0.043,27,1,0.3272,390,06:30,2,13.1
U04477,28.514161,77.22491,28.802717,77.095518,08:29,509,52,34.426,0.8988,28,1,0.628,428,07:08,4,7.5
U04478,28.797679,77.003963,28.422814,76.965203,08:45,525,86,41.78,0.0105,24,0,0.1828,468,07:48,4,1.0
U04479,28.865666,77.206863,28.625467,77.082041,07:51,471,32,29.293,0.307,17,0,0.3917,398,06:38,1,8.6
U04480,28.620414,77.332752,28.777796,77.242313,08:07,487,20,19.566,0.9951,8,1,0.7496,388,06:28,4,14.5
U04481,28.705241,77.022458,28.723867,76.881587,08:13,493,75,13.87,0.7951,22,1,0.6488,461,07:41,6,9.8
U04482,28.779398,77.34952,28.809356,77.347332,07:45,465,41,3.332,0.7577,1,1,0.8255,414,06:54,6,6.1
U04483,28.515915,77.165589,28.531441,77.278479,08:17,497,24,11.145,0.7129,32,1,0.7381,405,06:45,0,11.9
U04484,28.814936,77.221782,28.640408,77.002163,08:43,523,87,28.836,0.0512,4,1,0.4477,431,07:11,0,9.9
U04485,28.534496,76.968605,28.724902,77.283994,08:03,483,46,37.318,0.2882,7,1,0.5553,435,07:15,4,6.9
U04486,28.772399,77.167976,28.480875,77.187674,09:00,540,79,32.416,0.7985,17,1,0.6415,459,07:39,4,8.6
U04487,28.453808,77.100613,28.791587,77.179841,07:22,442,76,38.282,0.8956,25,0,0.6966,364,06:04,4,6.4
U04488,28.538426,77.327765,28.549506,76.911252,08:26,506,37,40.634,0.3501,25,0,0.3936,428,07:08,0,11.1
U04489,28.656138,77.301384,28.444788,77.302006,09:19,559,75,23.46,0.2594,17,0,0.3317,453,07:33,0,3.5
U04490,28.651963,77.042303,28.767537,77.069674,09:17,557,50,13.103,0.2359,1,1,0.5264,514,08:34,0,9.6
U04491,28.808207,77.322904,28.738409,77.249646,07:20,440,62,10.526,0.5481,5,0,0.7018,381,06:21,2,12.3
U04492,28.878141,77.291254,28.824166,76.992757,08:29,509,36,29.625,0.2915,5,0,0.5818,446,07:26,3,9.2
U04493,28.451461,77.141096,28.828196,76.997082,07:33,453,15,44.116,0.0213,17,0,0.2937,370,06:10,1,9.2
U04494,28.530266,76.88188,28.533692,77.331991,09:49,589,29,43.897,0.3907,17,0,0.4404,500,08:20,3,8.4
U04495,28.571647,76.922003,28.707854,77.093297,07:29,449,39,22.526,0.5537,10,0,0.5802,360,06:00,5,10.7
U04496,28.629881,76.879206,28.879579,76.870544,09:52,592,56,27.729,0.6342,11,0,0.6081,557,09:17,6,6.2
U04497,28.637077,76.895076,28.517027,77.26621,09:18,558,78,38.534,0.343,34,1,0.2535,476,07:56,2,7.3
U04498,28.810974,77.338246,28.626981,76.955887,08:05,485,28,42.427,0.3139,6,1,0.5617,448,07:28,5,3.5
U04499,28.769868,76.948205,28.83688,77.288164,09:23,563,69,33.903,0.2839,15,1,0.4148,445,07:25,0,6.7
U04500,28.409049,77.192336,28.449478,77.307384,08:39,519,71,12.096,0.6233,0,1,0.7198,499,08:19,5,1.0
U04501,28.61841,77.164629,28.84556,76.877111,08:47,527,75,37.691,0.2836,7,0,0.4423,499,08:19,4,8.1
U04502,28.696675,77.161884,28.634315,77.137039,07:59,479,76,7.333,0.9169,20,1,0.7897,370,06:10,6,11.1
U04503,28.62099,76.945419,28.82866,77.340577,09:35,575,19,44.876,0.2817,21,0,0.3749,519,08:39,5,7.7
U04504,28.46271,77.135467,28.698258,77.314769,07:45,465,31,31.46,0.7909,2,1,0.698,411,06:51,3,12.6
U04505,28.590788,77.159025,28.722289,77.107874,08:57,537,85,15.425,0.3197,3,0,0.6834,447,07:27,2,14.7
U04506,28.597595,77.130907,28.771033,77.187052,09:14,554,62,20.014,0.6347,3,1,0.829,521,08:41,0,7.9
U04507,28.490104,76.934943,28.432225,77.148174,09:25,565,32,21.772,0.699,22,0,0.6297,497,08:17,3,3.0
U04508,28.763027,77.208761,28.701329,76.943659,10:25,625,89,26.689,0.1744,18,0,0.4071,573,09:33,3,13.5
U04509,28.554272,76.877354,28.84349,77.173029,08:47,527,39,43.147,0.38,5,0,0.5398,482,08:02,6,12.4
U04510,28.682714,77.141512,28.858939,77.009902,09:40,580,36,23.386,0.1276,25,0,0.2784,541,09:01,0,10.2
U04511,28.64755,77.062492,28.864794,77.012366,09:47,587,78,24.603,0.5107,4,1,0.5738,534,08:54,1,5.4
U04512,28.821165,76.967646,28.71,77.054194,07:03,423,87,14.937,0.9094,0,1,0.8875,360,06:00,6,9.9
U04513,28.458567,77.251768,28.703978,77.27461,08:17,497,45,27.332,0.5962,2,0,0.7081,405,06:45,3,6.4
U04514,28.454846,76.929705,28.665183,76.961556,08:09,489,63,23.553,0.7017,10,1,0.7674,450,07:30,1,4.3
U04515,28.544153,77.315821,28.691626,76.967904,07:38,458,63,37.667,0.2831,30,1,0.3371,360,06:00,1,9.8
U04516,28.606983,77.291128,28.693817,76.843743,09:22,562,31,44.65,0.4682,3,0,0.5917,524,08:44,0,3.1
U04517,28.5433,77.0239,28.420356,76.919054,07:31,451,56,17.052,0.7408,0,1,0.8202,368,06:08,6,11.8
U04518,28.76633,76.995628,28.442658,77.339126,07:23,443,19,49.07,0.1313,14,0,0.2624,386,06:26,3,9.4
U04519,28.517728,76.910118,28.69732,77.061274,07:00,420,79,24.794,0.1217,5,1,0.4166,360,06:00,1,7.4
U04520,28.440692,77.307327,28.550824,76.939534,07:47,467,77,37.922,0.2244,11,1,0.5007,378,06:18,6,7.8
U04521,28.598624,77.160041,28.544684,77.332498,07:54,474,26,17.842,0.2368,6,1,0.5441,402,06:42,5,2.6
U04522,28.771222,76.85621,28.492852,76.85383,09:15,555,60,30.9,0.9624,26,1,0.6865,529,08:49,3,2.9
U04523,28.80827,77.10061,28.784514,77.086925,09:03,543,22,2.954,0.1586,6,0,0.5863,441,07:21,2,16.7
U04524,28.752006,76.883757,28.862878,77.250347,09:12,552,21,37.738,0.1052,7,0,0.3717,433,07:13,2,7.2
U04525,28.667786,77.132613,28.701324,77.234141,09:34,574,62,10.566,0.1377,7,1,0.4703,544,09:04,0,1.0
U04526,28.747612,77.09957,28.853802,76.936501,08:54,534,74,19.768,0.2029,3,1,0.4963,460,07:40,2,12.6
U04527,28.727067,76.882251,28.824264,77.200973,08:58,538,78,32.846,0.3687,17,1,0.4862,420,07:00,5,2.9
U04528,28.512496,77.256089,28.504605,77.157367,07:18,438,39,9.669,0.1972,4,0,0.5603,360,06:00,1,10.9
U04529,28.664364,76.973782,28.473692,77.184391,07:55,475,84,29.474,0.0878,18,1,0.3282,368,06:08,4,15.4
U04530,28.769892,77.116157,28.501562,76.975713,07:17,437,55,32.77,0.1366,11,1,0.4595,360,06:00,2,6.9
U04531,28.552218,77.16591,28.446181,77.253475,09:31,571,44,14.541,0.7897,7,0,0.7804,462,07:42,4,13.8
U04532,28.713907,77.330775,28.679782,77.125211,09:45,585,40,20.367,0.5201,4,0,0.5987,536,08:56,1,11.7
U04533,28.631111,77.091844,28.535672,77.20979,08:47,527,70,15.629,0.7459,3,1,0.8262,419,06:59,0,15.9
U04534,28.641516,77.307831,28.8382,77.319182,07:41,461,42,21.86,0.1767,11,1,0.4974,425,07:05,5,10.9
U04535,28.443226,77.020977,28.694436,77.276304,07:10,430,44,37.397,0.3052,16,1,0.355,360,06:00,5,5.4
U04536,28.719784,77.277293,28.572613,77.238992,09:05,545,44,16.756,0.9823,2,1,0.9711,469,07:49,2,1.0
U04537,28.81553,76.960271,28.872628,76.987721,08:31,511,38,6.877,0.0857,3,0,0.5639,483,08:03,1,4.0
U04538,28.467887,77.200815,28.857533,76.867582,08:42,522,44,54.11,0.4387,30,0,0.3315,433,07:13,0,5.5
U04539,28.575731,76.885192,28.773735,77.133069,08:27,507,16,32.663,0.2958,10,0,0.4994,396,06:36,3,13.0
U04540,28.42336,77.342886,28.780008,76.857602,09:08,548,80,61.737,0.0073,14,0,0.3492,441,07:21,4,14.1
U04541,28.414223,77.326508,28.86909,77.204237,07:27,447,33,51.882,0.5525,4,0,0.5924,411,06:51,3,2.5
U04542,28.875036,77.065529,28.688219,77.215779,08:15,495,48,25.363,0.55,1,1,0.7547,391,06:31,0,14.1
U04543,28.636866,77.107207,28.82241,77.127085,07:42,462,27,20.686,0.3205,13,1,0.4168,360,06:00,5,4.1
U04544,28.570649,77.144865,28.431117,76.925757,09:51,591,55,26.384,0.4723,2,0,0.5603,475,07:55,4,3.8
U04545,28.531941,76.980269,28.66595,77.286618,07:50,470,35,33.373,0.3919,1,1,0.5495,395,06:35,5,1.1
U04546,28.870406,77.18398,28.641208,77.14392,07:29,449,27,25.737,0.4642,38,1,0.3996,360,06:00,4,9.7
U04547,28.52108,77.196267,28.418107,77.102595,07:52,472,36,14.632,0.848,16,1,0.7437,424,07:04,0,5.1
U04548,28.74834,77.107789,28.441737,77.129472,09:09,549,82,34.098,0.714,15,0,0.6114,478,07:58,3,14.6
U04549,28.536204,76.915348,28.410483,76.882272,08:05,485,79,14.323,0.2802,3,1,0.5273,434,07:14,0,3.5
U04550,28.433835,77.308785,28.541127,77.217623,09:09,549,74,14.867,0.2395,5,0,0.4561,494,08:14,4,11.7
U04551,28.727973,76.898673,28.425685,76.870996,08:49,529,30,33.662,0.7252,4,1,0.712,483,08:03,1,1.9
U04552,28.400783,77.160878,28.603117,77.134978,09:57,597,63,22.601,0.2245,24,0,0.2759,512,08:32,2,13.2
U04553,28.724359,76.892575,28.790118,76.926321,08:15,495,76,8.004,0.9076,32,1,0.8002,403,06:43,0,8.6
U04554,28.520181,76.914511,28.694638,76.945928,08:32,512,63,19.606,0.8328,11,1,0.6836,411,06:51,3,9.5
U04555,28.75813,76.850475,28.723419,76.95896,09:09,549,79,11.238,0.2525,14,0,0.459,456,07:36,6,6.2
U04556,28.76948,77.025316,28.415123,76.847296,08:17,497,30,42.979,0.8015,4,0,0.6402,465,07:45,4,5.9
U04557,28.747571,77.166187,28.802973,77.294838,08:06,486,49,13.949,0.1913,16,0,0.5232,424,07:04,3,10.5
U04558,28.411752,77.105988,28.470171,77.25016,08:00,480,39,15.497,0.0249,20,0,0.3284,398,06:38,4,17.0
U04559,28.737794,77.184015,28.545272,76.855956,09:31,571,69,38.421,0.9611,3,0,0.8381,509,08:29,1,2.8
U04560,28.87527,77.18426,28.648061,76.869063,07:49,469,24,39.682,0.7614,11,1,0.5075,433,07:13,2,6.3
U04561,28.51646,76.911489,28.846397,77.239267,09:28,568,38,48.614,0.489,9,1,0.4903,527,08:47,2,4.9
U04562,28.531635,76.869242,28.879112,76.84347,09:52,592,67,38.652,0.8432,13,1,0.6946,519,08:39,0,1.0
U04563,28.790493,77.158933,28.775677,77.079189,09:21,561,16,7.93,0.0758,4,1,0.5359,502,08:22,0,1.0
U04564,28.47699,77.173144,28.750071,76.894722,09:01,541,34,40.704,0.7397,3,1,0.8001,451,07:31,0,4.3
U04565,28.71708,77.123919,28.653288,77.141732,08:20,500,68,7.29,0.9563,10,1,0.7668,414,06:54,0,6.0
U04566,28.762413,76.965339,28.719501,77.349154,09:23,563,32,37.65,0.8186,6,1,0.6389,518,08:38,3,15.1
U04567,28.417837,77.25349,28.469324,76.927731,08:20,500,60,32.312,0.4317,28,0,0.4122,418,06:58,6,12.9
U04568,28.665806,76.8786,28.529214,77.327909,09:33,573,45,46.313,0.3463,2,1,0.409,496,08:16,6,3.9
U04569,28.676421,77.162479,28.872629,77.281394,08:22,502,49,24.666,0.8924,8,0,0.8527,470,07:50,0,11.9
U04570,28.545653,76.90141,28.870215,77.342786,09:39,579,41,56.126,0.2915,10,1,0.4383,476,07:56,3,4.0
U04571,28.820645,77.173768,28.555027,77.230756,08:20,500,82,30.0,0.9374,17,1,0.7493,407,06:47,1,7.6
U04572,28.47812,77.05304,28.515703,77.277067,07:45,465,69,22.253,0.3198,1,0,0.6324,360,06:00,2,9.6
U04573,28.574813,77.206233,28.510169,77.143245,10:00,600,69,9.444,0.125,2,1,0.6106,482,08:02,4,18.6
U04574,28.807361,76.866618,28.632735,77.282315,08:31,511,74,44.838,0.2359,31,0,0.2747,463,07:43,4,9.3
U04575,28.491509,77.123092,28.507408,76.896871,08:14,494,46,22.14,0.5195,11,1,0.5278,393,06:33,1,1.0
U04576,28.79426,76.913888,28.711278,77.218244,07:52,472,22,31.006,0.1311,13,1,0.4228,360,06:00,0,11.7
U04577,28.437953,77.188015,28.435914,77.160649,08:12,492,19,2.681,0.38,10,1,0.6505,472,07:52,3,13.7
U04578,28.63483,76.901177,28.449765,76.870522,08:28,508,51,20.758,0.9059,11,0,0.6752,424,07:04,5,12.4
U04579,28.436159,76.877527,28.532928,76.988711,08:56,536,80,15.269,0.0939,30,1,0.3344,434,07:14,1,3.0
U04580,28.725394,77.203693,28.773173,76.950214,07:15,435,51,25.237,0.6145,4,0,0.6805,403,06:43,1,8.6
U04581,28.779489,76.872401,28.555179,77.046639,07:17,437,88,30.121,0.4038,28,1,0.4507,415,06:55,1,7.9
U04582,28.807932,76.954511,28.625992,76.94116,09:10,550,54,20.237,0.6475,2,1,0.6648,500,08:20,2,16.8
U04583,28.871006,77.260615,28.715179,76.980163,08:46,526,62,32.285,0.4896,0,1,0.6635,493,08:13,6,11.1
U04584,28.722568,77.252941,28.778499,76.990975,08:50,530,20,26.245,0.8767,23,1,0.6105,491,08:11,4,16.6
U04585,28.76915,77.275604,28.547412,77.145904,07:00,420,72,27.66,0.4025,13,0,0.4034,376,06:16,4,4.5
U04586,28.642764,77.006311,28.750865,76.908786,09:48,588,81,15.305,0.5084,0,1,0.7777,544,09:04,1,6.9
U04587,28.838114,77.109304,28.537312,76.962962,09:13,553,52,36.295,0.1301,8,0,0.4414,484,08:04,5,5.3
U04588,28.709004,77.234407,28.709344,77.001746,07:14,434,82,22.651,0.4903,6,0,0.5956,360,06:00,2,12.9
U04589,28.824105,76.909863,28.616422,77.069025,07:37,457,32,27.767,0.1147,0,0,0.4275,360,06:00,0,13.7
U04590,28.513017,77.209439,28.844781,76.859425,07:22,442,51,50.216,0.5831,1,1,0.6825,412,06:52,0,10.0
U04591,28.638434,76.889718,28.871405,77.349598,08:46,526,83,51.729,0.4274,12,1,0.5214,425,07:05,1,8.5
U04592,28.750313,77.305758,28.771579,76.9932,09:06,546,60,30.508,0.7834,2,1,0.7235,451,07:31,5,10.1
U04593,28.497306,77.165028,28.839423,76.986546,09:27,567,66,41.776,0.4185,14,0,0.5198,510,08:30,2,1.1
U04594,28.501443,77.091586,28.465522,77.122984,09:52,592,45,5.028,0.6306,5,1,0.8738,531,08:51,3,5.9
U04595,28.869461,77.087212,28.714143,77.275556,09:29,569,56,25.148,0.059,9,0,0.3688,502,08:22,3,6.3
U04596,28.608613,76.932495,28.495217,77.072973,08:57,537,42,18.597,0.71,17,0,0.5781,428,07:08,3,7.9
U04597,28.487271,77.016418,28.532945,76.966908,07:54,474,66,7.002,0.9574,4,1,0.9338,437,07:17,1,4.7
U04598,28.559103,77.210833,28.650955,77.128597,08:04,484,19,12.97,0.4478,16,0,0.5276,414,06:54,2,3.8
U04599,28.590741,77.115881,28.756154,77.086301,08:31,511,53,18.586,0.0098,2,0,0.5184,396,06:36,2,1.0
U04600,28.699081,77.109946,28.746317,77.055768,09:41,581,84,7.438,0.6036,21,0,0.485,495,08:15,0,10.2
U04601,28.843047,76.939575,28.81734,77.34178,09:32,572,19,39.21,0.1452,4,1,0.4426,525,08:45,0,1.1
U04602,28.873563,77.192085,28.668452,77.347935,10:20,620,48,27.347,0.468,10,0,0.4452,518,08:38,1,13.0
U04603,28.712815,77.039937,28.844644,77.126591,07:44,464,64,16.891,0.0325,5,0,0.4109,424,07:04,5,9.6
U04604,28.735963,76.933204,28.826187,76.874682,08:25,505,21,11.521,0.4428,4,1,0.5539,462,07:42,4,12.4
U04605,28.554478,77.32133,28.807548,77.129128,07:42,462,15,33.768,0.8745,1,1,0.792,360,06:00,0,3.5
U04606,28.811436,77.098467,28.51017,77.325761,07:34,454,27,40.087,0.1354,15,0,0.4186,360,06:00,3,17.3
U04607,28.504543,77.109299,28.655095,77.312103,08:30,510,31,25.896,0.4983,22,0,0.4839,469,07:49,0,19.1
U04608,28.451063,77.3405,28.753394,76.949905,08:34,514,80,50.787,0.2539,4,1,0.4223,416,06:56,2,8.2
U04609,28.867163,77.026867,28.868529,76.936961,09:21,561,26,8.741,0.261,16,0,0.565,523,08:43,4,10.0
U04610,28.814787,77.320941,28.405591,76.91765,09:34,574,63,60.012,0.6433,2,1,0.6719,524,08:44,3,7.9
U04611,28.54575,77.194412,28.557015,77.25809,08:19,499,40,6.334,0.7483,23,1,0.7567,381,06:21,3,13.0
U04612,28.724082,77.162879,28.564328,77.089928,07:52,472,55,19.102,0.8733,17,0,0.7188,416,06:56,3,12.0
U04613,28.624169,76.959553,28.538497,77.012404,07:52,472,83,10.814,0.2782,2,1,0.6668,445,07:25,4,1.0
U04614,28.555102,76.866395,28.792364,77.005652,07:18,438,79,29.63,0.0708,11,0,0.4011,360,06:00,3,3.9
U04615,28.537652,77.06327,28.421634,76.980461,09:32,572,20,15.2,0.4423,2,1,0.5457,549,09:09,3,10.0
U04616,28.465293,76.845187,28.572529,77.290136,09:14,554,21,45.021,0.5846,17,1,0.4836,436,07:16,4,11.9
U04617,28.663673,76.876211,28.741609,77.048937,09:15,555,41,18.917,0.7396,27,1,0.6327,490,08:10,5,8.7
U04618,28.614366,77.143617,28.595235,76.964449,07:09,429,75,17.587,0.7561,13,1,0.6845,382,06:22,4,1.0
U04619,28.645849,77.209481,28.469151,77.202306,08:48,528,71,19.626,0.8636,31,1,0.7551,479,07:59,6,10.8
U04620,28.503371,76.925654,28.693209,77.164082,07:53,473,61,31.384,0.0312,24,1,0.3548,441,07:21,4,17.1
U04621,28.850533,77.213575,28.650853,77.204836,09:30,570,79,22.181,0.981,27,1,0.6959,463,07:43,6,1.0
U04622,28.706524,77.32436,28.871283,77.259198,08:19,499,28,19.357,0.9668,0,1,0.9076,383,06:23,3,12.7
U04623,28.831808,77.21902,28.759293,76.891629,08:56,536,70,32.837,0.0355,3,0,0.4305,443,07:23,3,17.2
U04624,28.45245,77.240205,28.873364,76.841014,08:45,525,87,60.833,0.3133,0,1,0.5091,483,08:03,6,12.7
U04625,28.698968,77.197363,28.489449,76.865789,08:16,496,87,39.788,0.7655,11,1,0.5492,422,07:02,2,7.6
U04626,28.807742,76.954616,28.765566,77.200465,08:07,487,68,24.366,0.4785,22,0,0.4371,397,06:37,4,12.5
U04627,28.558842,77.024054,28.664786,77.316593,09:30,570,67,30.85,0.0046,10,1,0.365,549,09:09,4,7.6
U04628,28.493669,77.324126,28.742005,77.008864,07:23,443,31,41.301,0.3547,8,1,0.4724,360,06:00,6,10.7
U04629,28.52721,77.177217,28.624425,77.238409,07:59,479,70,12.331,0.5789,20,1,0.5919,433,07:13,5,8.4
U04630,28.531008,77.242403,28.501948,77.211884,08:02,482,33,4.389,0.8796,10,1,0.9016,389,06:29,4,8.6
U04631,28.614656,77.334034,28.421954,77.338811,07:36,456,46,21.395,0.8293,10,1,0.798,360,06:00,4,4.2
U04632,28.556463,76.958033,28.802378,77.080104,09:16,556,23,29.778,0.9463,11,1,0.8211,501,08:21,1,5.7
U04633,28.530212,77.00406,28.791108,76.924697,09:40,580,37,29.976,0.4679,2,1,0.6692,536,08:56,1,16.1
U04634,28.711286,77.168849,28.478019,77.230268,07:32,452,20,26.574,0.7983,16,1,0.6742,392,06:32,3,4.9
U04635,28.425456,76.852422,28.709687,77.257598,09:50,590,49,50.594,0.1007,23,0,0.2031,568,09:28,4,1.0
U04636,28.563375,77.131322,28.754112,77.200723,09:13,553,20,22.227,0.5185,2,1,0.6383,508,08:28,5,25.6
U04637,28.731081,77.252431,28.66766,77.280223,07:34,454,72,7.542,0.9166,5,1,0.8684,411,06:51,0,5.8
U04638,28.484408,77.151326,28.55227,77.029303,08:42,522,64,14.088,0.8388,12,1,0.6666,500,08:20,0,6.7
U04639,28.506045,76.990651,28.822854,77.192061,08:17,497,63,40.282,0.6556,30,1,0.5024,402,06:42,4,6.0
U04640,28.49632,77.209293,28.708372,76.974563,07:52,472,67,32.838,0.1492,13,0,0.3686,406,06:46,4,8.1
U04641,28.400445,76.914476,28.745704,77.067684,08:56,536,72,41.14,0.1821,3,0,0.4548,431,07:11,5,4.2
U04642,28.627409,77.296334,28.713015,76.963671,09:13,553,65,33.776,0.6787,16,1,0.6432,504,08:24,3,15.4
U04643,28.4187,76.891467,28.746219,76.918812,07:00,420,62,36.452,0.3256,5,1,0.6676,372,06:12,5,7.0
U04644,28.531011,77.28038,28.469632,76.858336,07:15,435,28,41.718,0.3294,15,1,0.4605,372,06:12,1,2.8
U04645,28.877506,77.093883,28.842845,77.182426,09:26,566,69,9.427,0.8476,2,1,0.8404,523,08:43,1,1.0
U04646,28.84083,77.05861,28.537189,77.286389,09:46,586,51,40.33,0.0205,0,1,0.4357,490,08:10,1,13.5
